Minister of Healthcare and Indigenous Medical Services, Department of Health Services
Minister of Healthcare and Indigenous Medical Services, Sri Jayewardenepura General Hospital
Minister of Healthcare and Indigenous Medical Services, Vijaya Kumaranatunga Memorial Hospital
Minister of Healthcare and Indigenous Medical Services, State Pharmaceutical Corporation
Minister of Healthcare and Indigenous Medical Services, State Pharmaceutical Manufacturing Corporation
Minister of Healthcare and Indigenous Medical Services, National Drugs Regulatory Authority
Minister of Healthcare and Indigenous Medical Services," All National, Teaching and Specified Government Hospitals"
Minister of Healthcare and Indigenous Medical Services, National Health Council
Minister of Healthcare and Indigenous Medical Services, Medical Research Institute
Minister of Healthcare and Indigenous Medical Services, National Institute of Health Science
Minister of Healthcare and Indigenous Medical Services, Ashraff Memorial Hospital
Minister of Healthcare and Indigenous Medical Services, School of Medical Laboratory Technology
Minister of Healthcare and Indigenous Medical Services, Sri Lanka Medical Council
Minister of Healthcare and Indigenous Medical Services, Sri Lanka Medical College Council
Minister of Healthcare and Indigenous Medical Services, National Health Development Fund
Minister of Healthcare and Indigenous Medical Services, Private Medical Institute Council
Minister of Healthcare and Indigenous Medical Services," National Institute of Nephrology, Dialysis and Transplantation"
Minister of Healthcare and Indigenous Medical Services, National Authority on Tobacco and Alcohol
Minister of Healthcare and Indigenous Medical Services, 1990 Suwaseriya Foundation
State Minister of Indigenous Medical Services, Sri Lanka Thriposha Ltd
State Minister of Indigenous Medical Services, Department of Ayurveda
State Minister of Indigenous Medical Services, Sri Lanka Ayurvedic Drugs Corporation
State Minister of Indigenous Medical Services, Ayurvedic Medical Council
State Minister of Indigenous Medical Services, Ayurvedic College and Hospital Board
State Minister of Indigenous Medical Services, Ayurveda Teaching and Research Hospitals
State Minister of Indigenous Medical Services," Homeopathy Hospital, Welisara"
State Minister of Indigenous Medical Services, Homeopathy Medical Council
State Minister of Indigenous Medical Services, Kidney Fund
