Ministry of Finance & Planning,General Treasury
Ministry of Finance & Planning,Department of National Planning
Ministry of Finance & Planning,Department of Fiscal Policy
Ministry of Finance & Planning,Department of External Resources
Ministry of Finance & Planning,Department of National Budget
Ministry of Finance & Planning,Department of Public Enterprises
Ministry of Finance & Planning,Department of Management Services
Ministry of Finance & Planning,Department of Development Finance
Ministry of Finance & Planning,Department of Trade and Investment Policy
Ministry of Finance & Planning,Department of Public Finance
Ministry of Finance & Planning,Department of Legal Affairs
Ministry of Finance & Planning,Department of Inland Revenue
Ministry of Finance & Planning,Sri Lanka Customs
Ministry of Finance & Planning,Department of Excise
Ministry of Finance & Planning,Department of Import and Export
Ministry of Finance & Planning,Department of Treasury Operations
Ministry of Finance & Planning,Department of State Accounts
Ministry of Finance & Planning,Department of Valuation
Ministry of Finance & Planning,Department of Census and Statistics
Ministry of Finance & Planning,Department of Management Audit
Ministry of Finance & Planning,Department of Project Management and Monitoring
Ministry of Finance & Planning,National Operations Room
Ministry of Finance & Planning,Sri Lanka Accounting and Auditing Standards Monitoring Board
Ministry of Finance & Planning,Academy of Financial Studies
Ministry of Finance & Planning,Central Bank of Sri Lanka
Ministry of Finance & Planning,Securities and Exchang Commission
Ministry of Finance & Planning,Insurance Board of Sri Lanka
Ministry of Finance & Planning,Public Utilities Commission of Sri Lanka
Ministry of Finance & Planning,Credit Information Bureau
Ministry of Finance & Planning,Employees Trust Fund
Ministry of Finance & Planning,National Insurance Trust Fund
Ministry of Finance & Planning,National Development Trust Fund
Ministry of Finance & Planning,National Lotteries Board
Ministry of Finance & Planning,Development Lotteries Board
Ministry of Finance & Planning,All State Banks and their Subsidiaries and Associates etc. 
Ministry of Finance & Planning,Sri Lanka Insurance Corporation and its Subsidiaries and Associates
Ministry of Finance & Planning,Agriculture and Agrarian Insurance Board
Ministry of Finance & Planning,Sri Lanka Export Credit Insurance Corporation
Ministry of Finance & Planning,Institute of Policy Studies
Ministry of Finance & Planning,Lady Lachore Fund
Ministry of Finance & Planning,Social Security Board
Ministry of Finance & Planning,"Strike, Riot, Civil Commotion and Terrorism Fund"
Ministry of Finance & Planning,Local Loans and Development Fund
Ministry of Finance & Planning,Rural Resuscitation Fund
Ministry of Finance & Planning,Rural Economic Resuscitation Fund (Finance)
Ministry of Finance & Planning,Jana Diriya Fund (Gramodaya Mandala Fund)
Ministry of Finance & Planning,Department of Information Technology Management
Ministry of Power and Energy,Ceylon Electricity Board
