"Ministry of National Policies, Economic Affairs, Resettlement & Rehabilitation, Northern Province Development, Vocational Training & Skills Development and Youth Affairs->Ministry of National Policies, Economic Affairs, Resettlement & Rehabilitation, Northern Province Development and Youth Affairs",Department of National Planning
"Ministry of National Policies, Economic Affairs, Resettlement & Rehabilitation, Northern Province Development and Youth Affairs",National Human Resources Development Council
"Ministry of National Policies, Economic Affairs, Resettlement & Rehabilitation, Northern Province Development and Youth Affairs",National Operations Room
"Ministry of National Policies, Economic Affairs, Resettlement & Rehabilitation, Northern Province Development and Youth Affairs",Office for Reparations
"Ministry of National Policies, Economic Affairs, Resettlement & Rehabilitation, Northern Province Development and Youth Affairs","Rehabilitation of Persons, Properties and Industries Authority"
"Ministry of National Policies, Economic Affairs, Resettlement & Rehabilitation, Northern Province Development and Youth Affairs",Commissioner General of Rehabilitation
"Ministry of National Policies, Economic Affairs, Resettlement & Rehabilitation, Northern Province Development and Youth Affairs",Palmyrah Development Board
"Ministry of National Policies, Economic Affairs, Resettlement & Rehabilitation, Northern Province Development and Youth Affairs",North Sea Ltd.
"Ministry of National Policies, Economic Affairs, Resettlement & Rehabilitation, Northern Province Development and Youth Affairs",National Youth Services Council
"Ministry of National Policies, Economic Affairs, Resettlement & Rehabilitation, Northern Province Development and Youth Affairs",National Youth Corps
"Ministry of National Policies, Economic Affairs, Resettlement & Rehabilitation, Northern Province Development and Youth Affairs",National Youth Awards Authority
"Ministry of National Policies, Economic Affairs, Resettlement & Rehabilitation, Northern Province Development and Youth Affairs",National Youth Services Co-operative Limited
"Ministry of National Policies, Economic Affairs, Resettlement & Rehabilitation, Northern Province Development and Youth Affairs",National Centre for Leadership Development
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development->Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",Registrar of Companies
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",Industrial Development Board
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",Consumer Affairs Authority
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",Lanka Sathosa Ltd.
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",Lanka General Trading Company Ltd.
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",Co-operative Wholesale Establishment
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development","Department of Measurement Units, Standards and Services"
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",Department of Co-operative Development (Registrar of Co-operative Societies)
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",Co-operative Employees Commission
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",Internal Trade Department
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",National Institute of Co-operative Development
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",Sri Lanka Institute of Textile and Apparels
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",Department of Textile Industries
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",Kahatagaha Graphite
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",Lanka Leyland Ltd.
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",Lanka Ashok Leyland Ltd.
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",Lanka Cement Ltd.
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",Sri Lanka Cement Corporation
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",Manthai Salt Ltd.
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",Elephant Pass Saltern
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",Lanka Textile Mills Emporium Ltd.
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",Lanka Salusala Ltd.
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",National Enterprise Development Authority
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",National Crafts Council
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",Sri Lanka Handicraft Board (Laksala)
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",National Design Centre
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",SME Venture Capital Company
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",SME Authority
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",National Paper Corporation Ltd.
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",Lanka Mineral Sands Company
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",Paranthan Chemicals Ltd.
"Ministry of Industry and Commerce, Resettlement of Protracted Displaced Persons and Co-operative Development and Vocational Training & Skills Development",Tertiary and Vocational Education Commission
